Author, Basename, URL
Casimir, unternull, https://github.com/CasimirKaPazi/unternull/
paramat, nomoon, https://github.com/paramat/nomoon/
Jordach, woolcraft, https://github.com/Jordach/woolcraft/
derpswa99, bettercoal, http://www.mediafire.com/download/3iax2r0m6523zie/bettercoal+%5B1.0%5D.zip
deivan, lavacooling, http://www.novoseusadosinformatica.com.br/arq/minetest/DOM-modpack-lavacooling.zip
Doc, campfire, https://github.com/Doc22/campfire-mod/
Bas080, trees, https://github.com/bas080/trees/
jmf, sboots, http://ompldr.org/vZ3Ntaw
paramat, vrealm, https://github.com/paramat/vrealm/
minermoder27, creativeinv, https://github.com/minermoder27/minetest-creative/
minermoder27, str_helpers, https://github.com/minermoder27/minetest-str_helpers/
BlockMen, mines, https://www.dropbox.com/s/e3i5ni65g97m0d7/mines-0_3-BlockMen.zip
xyz, signs, http://04.jp.org/
BlockMen, glowstone, https://www.dropbox.com/s/a6u2sdngxiurcvk/glowstone-1_2-BlockMen.zip
qwrwed, plasmascreen, https://github.com/qwrwed/plasmascreen/
paramat, island, https://github.com/paramat/island/
Krock, bamboo, https://github.com/SmallJoker/bamboo/
sapier, factions, https://github.com/sapier/factions/
paramat, slabrealm, https://github.com/paramat/slabrealm/
Evergreen, minetest_tweaks, https://github.com/4Evergreen4/minetest-tweaks/archive/master.zip
paramat, flolands, https://github.com/paramat/flolands/
paramat, slabrealm, http://www.mediafire.com/download/x8w6knl1jx0jkk5/slabworld010paramat.zip
PilzAdam, builtin_item, https://github.com/PilzAdam/builtin_item/
thefamilygrog66, heads, https://github.com/thefamilygrog66/heads/
Bas080, mtpaint, https://github.com/bas080/mtpaint/
fairiestoy, chat_channel, https://github.com/fairiestoy/chat_channel/
VanessaE, unifieddyes, https://github.com/VanessaE/unifieddyes/
thefamilygrog66, spawneggs, https://github.com/thefamilygrog66/spawneggs/
paramat, flatten, https://github.com/paramat/flatten/
JBR, greenscreens, https://dl.dropboxusercontent.com/s/9ynt4m16ngg8cii/greenscreens.zip?token_hash=AAGHWbWlmoXrg4gjphDcpoMk37-wLWLoppL5pEkwpxSl-w&dl=1
Bas080, inbox, https://github.com/bas080/inbox/
Bas080, dualport, https://github.com/bas080/dualport/
PenguinDad, morefences, https://github.com/PenguinDad/morefences/
LolManKuba, colouredcobble, http://ompldr.org/vZXNobA
deivan, cgmr, http://www.novoseusadosinformatica.com.br/arq/minetest/DOM-modpack-cgmr.zip
kaeza, soccer, https://github.com/kaeza/minetest-soccer/
paramat, volcano, https://github.com/paramat/volcano/
Casimir, stairsplus, https://github.com/CasimirKaPazi/stairsplus/
0gb.us, inventory_plus, https://github.com/0gb-us/inventory_plus/
xyz, xfences, https://github.com/downloads/xyzz/minetest-mods/xfences.zip
deivan, workbench, http://www.novoseusadosinformatica.com.br/arq/minetest/DOM-modpack-workbench.zip
Hybrid Dog, trashcan, https://github.com/HybridDog/trashcan/
Traxie21, creativechanger, https://github.com/Traxie21/CreativeChanger/
Jeija, creative, https://drive.google.com/file/d/0B4t5DpaX0or8UkRaMnRmRERscms/view?usp=sharing
Zeg9, teleporters, https://github.com/Zeg9/minetest-teleporters/
sfan5, weblock, https://dl.dropboxusercontent.com/u/30267315/Minetest/weblock-v02.zip
Hybrid Dog, superpick, https://github.com/HybridDog/superpick/
BlockMen, diamond_fist, https://www.dropbox.com/s/auxe8jrh8hz2hag/diamond_fist-1_0-BlockMen.zip
PilzAdam, wireworld, https://github.com/PilzAdam/wireworld/
Casimir, paths, https://github.com/CasimirKaPazi/paths/
paramat, fissure, https://github.com/paramat/fissure/
sfan5, v06, https://dl.dropboxusercontent.com/u/30267315/Minetest/localisationmod-mt-dropin.zip
Excalibur Zero, glowblocks, https://github.com/rocketslime11/glowblocks/
paramat, chasm, https://github.com/paramat/chasm/
thefamilygrog66, maze, https://github.com/thefamilygrog66/maze/
Hybrid Dog, lavacooling, https://github.com/HybridDog/lavacooling/
RAPHAEL, industrial, https://github.com/TheZenKitteh/minetest-industrial/
Jeija, jumping, https://github.com/Jeija/minetest-mod-jumping/
paramat, moonlet, https://github.com/paramat/moonlet/
randomproof, clock, http://www.mediafire.com/?6dwpv41w5ur7lej
rubenwardy, traps, https://github.com/rubenwardy/traps/
Zeg9, exchange, https://github.com/Zeg9/minetest-exchange/
Zeg9, digicode, http://ompldr.org/vZzRvNw
Bas080, civilization, https://github.com/bas080/civilization/
ShadowNinja, irc_commands, https://github.com/ShadowNinja/minetest-irc_commands/
Bad_Command_, liquidclean, https://github.com/Bad-Command/liquiclean/archive/1.13.zip
4aiman, shared_autoban, https://github.com/4aiman/shared_autoban/
BrandonReese, stairpick, https://github.com/Bremaweb/stairpick/
Bas080, firestone, https://github.com/bas080/firestone/
RAPHAEL, fakeblocks, https://github.com/TheZenKitteh/minetest-fakeblocks/
Bas080, falling_items, https://github.com/bas080/falling_items/
wowiamdiamonds, gems, https://github.com/wowiamdiamonds/gems/
RAPHAEL, various, https://github.com/TheZenKitteh/minetest-various/
Octupuslegs, octutool, https://github.com/Octupuslegs/Blocks/downloads
Shaun, restart, https://github.com/kizeren/minetest-restart/
torusJKL, charcoal, https://github.com/torusJKL/charcoal/
Nubelite, armor, https://docs.google.com/open?id=0B4ukn3a4vjv3MmZhWlJxYzZOTlE
Octupuslegs, octublock, https://github.com/Octupuslegs/Blocks/downloads
InfinityProject, xray, https://dl.dropbox.com/u/82668184/xray%200.3.zip
cornernote, bookmarks_gui, https://github.com/cornernote/minetest-bookmarks_gui/
cornernote, no_mapgen, https://github.com/cornernote/minetest-no_mapgen/
Jonjeg, localisation, https://github.com/Jonjeg/localisation/
kddekadenz, oneclick, http://www.filesplat.com/.kddekadenz/shared/oneclick.zip
madchicken13, bigchests, http://modificationhelp.weebly.com/uploads/1/3/0/0/13008815/biggerchests.zip
cornernote, infinite_chest, https://github.com/cornernote/minetest-infinite_chest/
kddekadenz, drippingwater, http://www.filesplat.com/.kddekadenz/shared/drippingwater.zip
Ragnarok, papyrus_door, http://db.tt/GifUEzxz
kahrl, away, https://github.com/kahrl/minetest-mod-away/
